id,userName,userUrl,version,score,title,text,url,updated
11066824269,amiel_jaim,https://itunes.apple.com/us/reviews/id1218772283,33.8.0,5,God,Lo mejor,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T15:51:06-07:00
11066811851,مصطفى الاداري,https://itunes.apple.com/us/reviews/id1038112562,33.9.0,5,الى شركة tik tok,برنامج رائع ومليء بالأفكار الرائعة,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T15:45:58-07:00
11066811396,dbsbbadb,https://itunes.apple.com/us/reviews/id1176955658,33.8.0,5,Love this app I’m am on it 24/7,I love this app the dances and the funny videos and I’m really addicted to this app I love this app so much bro like UGH and please don’t ban it,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T15:45:46-07:00
11066808828,Beach Bright,https://itunes.apple.com/us/reviews/id1051817204,33.8.0,5,Fantastic is TikTok,"This is so much fun entertainment, I can’t wait to get on TikTok every day and watch so many posts and also making my own. Love it !!",https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T15:44:44-07:00
11066808395,Sepu63,https://itunes.apple.com/us/reviews/id1027091000,33.8.0,5,Great entertainment,Great entertainment freedom,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T15:44:32-07:00
11066803870,toobie spA,https://itunes.apple.com/us/reviews/id848983332,33.8.0,5,Tick Tok,Need more likes :),https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T15:42:40-07:00
11066794242,Flapp19,https://itunes.apple.com/us/reviews/id1086377880,33.9.0,5,TikTok,It’s an ok app,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T15:38:44-07:00
11066786676,JayKing😎😎😎,https://itunes.apple.com/us/reviews/id1087590539,33.8.0,5,Awesome,Awesome TikTok 2024,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T15:35:35-07:00
11066783086,mattmill55,https://itunes.apple.com/us/reviews/id873073617,33.8.0,5,Greatest,Greatest thing since fire,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T15:34:04-07:00
11066779729,Rabih1.3.1,https://itunes.apple.com/us/reviews/id1411289807,33.8.0,5,👍,👍,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T15:32:42-07:00
11066775594,momma2019,https://itunes.apple.com/us/reviews/id785317517,33.8.0,5,Fun times,Helps get the mind off of the negative sometimes.,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T15:30:58-07:00
11066767726,dwells3199,https://itunes.apple.com/us/reviews/id952205840,33.8.0,5,App,Favorite app,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T15:27:43-07:00
11066762655,Kris680,https://itunes.apple.com/us/reviews/id1051872711,33.9.0,5,Great app,Wish there was less censorship but over all good app,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T15:25:39-07:00
11066760787,fhvcdshhbbkgf,https://itunes.apple.com/us/reviews/id519004447,33.9.0,5,This App,"Helped me grow a business, helped me find peace, helped me balance work and life, helped me be a better father and husband to my family",https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T15:24:51-07:00
11066758735,squizy52,https://itunes.apple.com/us/reviews/id1637656815,33.9.0,1,Не восстановить или удалить аккаунт,"Разработчики вы что под пивом там все я не понимаю, за что мой аккаунт заблокировали навсегда объяснить не могут, зайди и удалить аккаунт я не могу, хочу зайти посмотреть на сайте как удалить там язык который не переводиться, а все другое на русском и в поддержку я написать не могу, вы просто гении",https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T15:23:59-07:00
11066758476,RiverView2584,https://itunes.apple.com/us/reviews/id128190893,33.8.0,5,Awesome,Excelente aplicación amazing entertainment...,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T15:23:53-07:00
11066753133,mrssmallwood27,https://itunes.apple.com/us/reviews/id499497131,33.8.0,5,My favorite app,I love it,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T15:21:40-07:00
11066747987,Reina@1979,https://itunes.apple.com/us/reviews/id912184121,33.8.0,5,Amazing,I enjoy doing Tiktok ... Its sooo much fun 😍😍😍😍,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T15:19:30-07:00
11066747732,Onthebarz,https://itunes.apple.com/us/reviews/id1126857624,33.8.0,5,TikTok is awesome,"I’m so proud to be a content creator on TikTok. U guys make it so easy to be creative and make content that can make some smile , laugh , or , relax and that’s good enough for me.",https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T15:19:24-07:00
11066746210,touching truck,https://itunes.apple.com/us/reviews/id1505982152,33.9.0,1,Dumb,I don’t have a search bar a for you page,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T15:18:45-07:00
11066736936,(not a matthew),https://itunes.apple.com/us/reviews/id1188578685,33.8.0,5,Don’t ban it,"Use daily, is not taking my data, personally don’t care if it even was.",https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T15:14:57-07:00
11066736382,Osiris0485,https://itunes.apple.com/us/reviews/id1203257439,33.8.0,5,Muy bueno,Muy bien todo,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T15:14:44-07:00
11066728629,hervin mendez,https://itunes.apple.com/us/reviews/id1113388984,33.8.0,5,Muy bueno,Bonito todo 👍👍👍,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T15:11:28-07:00
11066724404,Freedizzle1,https://itunes.apple.com/us/reviews/id687658114,33.8.0,5,Love this app!,"Initially, I told myself I was never going to get this app. I eventually did, and have found that it provides endless entertainment. The app itself is solid, and the features and filters are epic. Thank you!",https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T15:09:42-07:00
11066720690,Julianna_yk,https://itunes.apple.com/us/reviews/id1607681436,33.8.0,5,It work good….,Ye,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T15:08:09-07:00
11066719704,pillo gonzalez,https://itunes.apple.com/us/reviews/id437201596,33.8.0,5,Good work,Good work,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T15:07:45-07:00
11066715749,Humble Blessings 🫶🏾,https://itunes.apple.com/us/reviews/id1382461065,33.9.0,5,TikTok,"Incredible platform great networking and great community builder! Great features! Amazing App
Thanks TikTok 🫶🏾💯",https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T15:06:07-07:00
11066705893,Frncade,https://itunes.apple.com/us/reviews/id111220071,33.8.0,5,Negocio,Como Negocio me ha ayudado mucho,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T15:01:58-07:00
11066700711,anoonimos,https://itunes.apple.com/us/reviews/id375644412,33.9.0,1,LET ME BLOCK MORE TAGS,100 HASHTAGS IS NOT ENOUGH!,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T14:59:48-07:00
11066691886,shesoprettycee,https://itunes.apple.com/us/reviews/id1201064579,33.8.0,5,Love TikTok,🫶🏼🫶🏼🫶🏼🫶🏼🫶🏼🫶🏼,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T14:56:05-07:00
11066687991,you fav monkey,https://itunes.apple.com/us/reviews/id1587254094,33.9.0,1,Why I hate TikTok now,I was almost at 50 followers and they go to band my account forget TikTok,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T14:54:27-07:00
11066686551,LizVia,https://itunes.apple.com/us/reviews/id239382590,33.8.0,5,Great platform,"I dont understand some of the ridiculous restrictions , but hey its your business! I have not violated anything but continue to get restrictions for no reason when i do a live?",https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T14:53:51-07:00
11066683932,squidicorn,https://itunes.apple.com/us/reviews/id163025573,33.9.0,5,😎,If TikTok goes I'm going,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T14:52:47-07:00
11066680728,Bosnian2108,https://itunes.apple.com/us/reviews/id113833564,33.8.0,5,Great App,Thank you,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T14:51:28-07:00
11066677651,BullJackJohnsonJones,https://itunes.apple.com/us/reviews/id242339412,33.8.0,5,Great job love it,Good job GoodNight God Bless Yo Heart,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T14:50:12-07:00
11066675739,c3chuck03johns408whyli3,https://itunes.apple.com/us/reviews/id125049189,33.9.0,5,Best,This is the Best social media app because regular Americans can actually tell each other what’s going on in our country!,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T14:49:25-07:00
11066668884,Locheadjer,https://itunes.apple.com/us/reviews/id1485368069,33.9.0,4,Why I like this app,I love this app because I can show people out in the world who ima really iam and show my work and things and art and fashion I do and I do silly faces and lives I sooo happy!🌸,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T14:46:36-07:00
11066658542,i like pretty pictures,https://itunes.apple.com/us/reviews/id1354894288,33.9.0,5,Idk,I love ✨TikTok✨,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T14:42:18-07:00
11066652745,good ol collector,https://itunes.apple.com/us/reviews/id768970706,33.8.0,5,To TikTok,This app needs some work it makeing creators videos lag really bad it keeps kicking me out an every thing and can u please fix the sounds they keep saying connection error an wont play the sound,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T14:39:54-07:00
11066652243,djbronco24,https://itunes.apple.com/us/reviews/id492958108,33.8.0,5,Djbronco24,Todo muy bien en TikTok,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T14:39:42-07:00
11066647774,Cheryl2dela,https://itunes.apple.com/us/reviews/id1534275816,33.9.0,5,Great app!,My tiktok channel reached 400 followers and I love tiktok like my most used app,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T14:37:48-07:00
11066647404,azgold777,https://itunes.apple.com/us/reviews/id124012299,33.8.0,5,Love to watch,Love to watch the TickTock‘s of different people. Very interesting. What I don’t understand is I see the same things over and over,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T14:37:39-07:00
11066636988,To1111234455555,https://itunes.apple.com/us/reviews/id1332059619,33.9.0,5,Awesome,I’m having so much fun ❤️,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T14:33:20-07:00
11066630644,Kwilkins123,https://itunes.apple.com/us/reviews/id426732207,33.8.0,5,Best Social Media,The algorithm is GREAT for showing you content related to your interests and enjoyable content tailored for you.,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T14:30:43-07:00
11066618809,不看啊是的,https://itunes.apple.com/us/reviews/id1549159181,33.9.0,4,TikTok,U need to make it better,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T14:25:49-07:00
11066616671,PlumeriaAG,https://itunes.apple.com/us/reviews/id1191355728,33.8.0,5,💪🏼💕,Has been helping out with my depression 🙌,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T14:24:57-07:00
11066613348,El tacho2,https://itunes.apple.com/us/reviews/id1370061616,33.9.0,5,Nice,Excelente,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T14:23:37-07:00
11066606673,Dem0nseeD,https://itunes.apple.com/us/reviews/id242595852,33.9.0,4,Decent,How many times am I going to have to click the button that says I don't want any live videos before you stop putting them in my feed?,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T14:20:55-07:00
11066597647,AsiaMae003,https://itunes.apple.com/us/reviews/id1138809242,33.8.0,5,A1,I love the tik to the tok,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T14:17:21-07:00
11066597105,Kendall Taylor 0726,https://itunes.apple.com/us/reviews/id1384118598,33.9.0,5,To TikTok,I love all your amazing videos and your support.,https://itunes.apple.com/us/review?id=835599320&type=Purple%20Software,2024-03-20T14:17:08-07:00
