id,userName,userUrl,version,score,title,text,url,updated
11087798386,xxxBigBobbxxx,https://itunes.apple.com/us/reviews/id1317874464,24.6.77,5,WhatsApp,Great service 💯just need some minor upgrades and were all good ✌️,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,2024-03-26T07:48:02-07:00
11087733224,Loooooop Joy,https://itunes.apple.com/us/reviews/id1630160228,24.6.77,5,Courge,"That is a impressive app
Tnx👍🏻",https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,2024-03-26T07:27:18-07:00
11087626559,whatsapp the best😎😎😎,https://itunes.apple.com/us/reviews/id1352223137,24.6.77,5,ארבל,whatsapp זה אפליקציה די טובה שכולם מיתכתבים בה ובסך הכל זה כיף,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,2024-03-26T06:53:14-07:00
11087391264,Bizcochito2024,https://itunes.apple.com/us/reviews/id1639666740,24.6.77,5,Good,Good,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,2024-03-26T05:35:28-07:00
11086121827,2345vool,https://itunes.apple.com/us/reviews/id1639532472,24.6.77,5,Me encanta es mi medio de comunicación favorito,Colli,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,2024-03-25T19:51:02-07:00
11085629543,DJ Frederick Kazuma,https://itunes.apple.com/us/reviews/id1051796296,24.6.77,5,My Account Was Fixed; The app has grown one me,"I was unhappy when it said my account was up for review on Sunday, March 24, 2024.

Thankfully, I was able to get the issue fixed the next day in the morning. 

The app has grown on me. I use it with family and if a person’s regular phone texts ate acting up.",https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,2024-03-25T16:26:21-07:00
11085604552,No me agarra tacto,https://itunes.apple.com/us/reviews/id1639485379,24.6.77,3,No me agarra tacto,Aveces lo toca y no me agarra el tacto,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,2024-03-25T16:16:05-07:00
11085568244,dzxdoug,https://itunes.apple.com/us/reviews/id13783980,24.6.77,5,Happy w site,Very user friendly,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,2024-03-25T16:01:12-07:00
11085499736,TyTy197050,https://itunes.apple.com/us/reviews/id770240185,24.6.77,5,Someone hacked my account,How can I get my account back,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,2024-03-25T15:33:22-07:00
11085142394,Real Lukita,https://itunes.apple.com/us/reviews/id1513244826,24.6.77,5,I like it,It’s nice,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software,2024-03-25T13:12:03-07:00
