id,userName,userUrl,version,score,title,text,url,updated
11032230975,Gundobillz,https://itunes.apple.com/us/reviews/id1634223684,55.2.1,5,Been nice,I love the effects,https://itunes.apple.com/us/review?id=543186831&type=Purple%20Software,2024-03-11T02:21:46-07:00
11031847461,HiJKeY,https://itunes.apple.com/us/reviews/id1633834693,55.2.1,5,Joel well done,Good work days And years ago when you didn’t know what you were talking bout and now you’re talking about the same thing you said about me and you don’t know what’s wrong,https://itunes.apple.com/us/review?id=543186831&type=Purple%20Software,2024-03-10T23:08:16-07:00
11031069440,The great Fela,https://itunes.apple.com/us/reviews/id1121127183,55.2.1,5,The  Best,Outstanding pool site,https://itunes.apple.com/us/review?id=543186831&type=Purple%20Software,2024-03-10T17:07:39-07:00
11030402724,woody32313313,https://itunes.apple.com/us/reviews/id572405985,55.2.1,5,Dope game,Fireeee,https://itunes.apple.com/us/review?id=543186831&type=Purple%20Software,2024-03-10T12:36:15-07:00
11030254618,Scott_Mescudi,https://itunes.apple.com/us/reviews/id109462504,55.2.1,5,Fun game- thanks!,All around great gameplay-,https://itunes.apple.com/us/review?id=543186831&type=Purple%20Software,2024-03-10T11:43:44-07:00
11030221206,Man is not gay,https://itunes.apple.com/us/reviews/id1634028407,55.2.1,5,8 pool,A very good game,https://itunes.apple.com/us/review?id=543186831&type=Purple%20Software,2024-03-10T11:32:21-07:00
11030176377,stega1006,https://itunes.apple.com/us/reviews/id794730099,55.2.1,5,Great game,Great game to play on free time and learn some pool skills🤝,https://itunes.apple.com/us/review?id=543186831&type=Purple%20Software,2024-03-10T11:17:11-07:00
11030119842,Gucci Gotcha,https://itunes.apple.com/us/reviews/id1499253547,55.2.1,5,Gucci,Great pass time!!!,https://itunes.apple.com/us/review?id=543186831&type=Purple%20Software,2024-03-10T10:58:26-07:00
11027763364,Randizzle669,https://itunes.apple.com/us/reviews/id490917426,55.2.1,5,Relax,Calm down on the ads,https://itunes.apple.com/us/review?id=543186831&type=Purple%20Software,2024-03-09T19:52:03-07:00
11027251213,I love balls365,https://itunes.apple.com/us/reviews/id617594306,55.2.1,5,Balls,I love this game because I love balls and the balls in pool are so thick and juicy,https://itunes.apple.com/us/review?id=543186831&type=Purple%20Software,2024-03-09T16:30:45-07:00
11026762154,Flingle dingle,https://itunes.apple.com/us/reviews/id224044795,55.2.1,5,Yooo!!!,This is amazinggggg,https://itunes.apple.com/us/review?id=543186831&type=Purple%20Software,2024-03-09T13:05:54-07:00
11024195230,cvcbnm,https://itunes.apple.com/us/reviews/id1193709555,55.2.1,5,Good game,Love this game.  Fun an easy,https://itunes.apple.com/us/review?id=543186831&type=Purple%20Software,2024-03-08T22:00:32-07:00
11023724538,stitch 16,https://itunes.apple.com/us/reviews/id1242967691,55.2.1,5,Fun,It’s assuming,https://itunes.apple.com/us/review?id=543186831&type=Purple%20Software,2024-03-08T18:39:34-07:00
11023188933,p_hhuc,https://itunes.apple.com/us/reviews/id1556565157,55.2.1,5,game chất lượng,game hay,https://itunes.apple.com/us/review?id=543186831&type=Purple%20Software,2024-03-08T15:03:14-07:00
11020046283,Bihman2024,https://itunes.apple.com/us/reviews/id912090913,55.2.1,5,Cue ball,"Yall don’t even need the spin wheel .  It’s programmed to land on the same thing all the time.      Bring back the ice table,   An y’all cheat the game by making the cue all go in the pocket so much",https://itunes.apple.com/us/review?id=543186831&type=Purple%20Software,2024-03-07T18:13:28-07:00
11019992024,Karen-10#%,https://itunes.apple.com/us/reviews/id1482581908,55.2.1,5,8 pol,"El juego es increíble, interesante e entretenido 😍 me encanta",https://itunes.apple.com/us/review?id=543186831&type=Purple%20Software,2024-03-07T17:49:59-07:00
11019116021,GamingWithSamPlayz,https://itunes.apple.com/us/reviews/id1162726342,55.2.1,5,Relaxing game,Even though I’m not a pro at this game it’s still fun to me because when i mess up i laugh at myself and when i win i’m obviously happy. This game is especially great when i play with my dad because we both play stupidly and it makes the experience more fun. I hope this game never gets deleted because if it ever does it will be one of the most remembered games in history!,https://itunes.apple.com/us/review?id=543186831&type=Purple%20Software,2024-03-07T11:31:34-07:00
11018907667,Pro edger,https://itunes.apple.com/us/reviews/id700373773,55.2.1,5,Im not addicted  at all,"Oh, I totally get why you think 8 Ball Pool is amazing! It's such a fun and addictive game! First off, the gameplay is so smooth and realistic, making you feel like you're actually playing pool in real life. The graphics are also impressive, with vibrant colors and detailed cues and balls. Plus, there are different game modes and challenges to keep you entertained for hours. Whether you're playing solo or competing against friends, 8 Ball Pool always brings excitement and friendly competition. It's no wonder it's one of the most popular mobile games out there! 🎱😄",https://itunes.apple.com/us/review?id=543186831&type=Purple%20Software,2024-03-07T10:11:13-07:00
11018364543,Kozzy Fresh,https://itunes.apple.com/us/reviews/id616229139,55.2.1,5,Jump in the Pool!,Relieve stress and zen out! This game is a great way to meditate as well as pass some time. I’ve enjoyed watching others play well and show off their skills as well. Sometimes it’s good to have something to focus on to take your mind off of daily “stressers” and this game is a great sedative 😎.,https://itunes.apple.com/us/review?id=543186831&type=Purple%20Software,2024-03-07T07:03:21-07:00
