id,userName,userUrl,version,score,title,text,url,updated
11072330414,Vickieruth,https://itunes.apple.com/us/reviews/id259289198,6.107.3,5,My go to map source!!,Never lets me down.,https://itunes.apple.com/us/review?id=585027354&type=Purple%20Software,2024-03-22T05:00:31-07:00
11072206973,Hhjvdicfssyv,https://itunes.apple.com/us/reviews/id459397604,6.107.3,4,Can be frustrating,"In general, this app works very well. It gets me where I need to go, and it lets me know when there's an incident ahead and how to get around it generally. But why does it do weird things like take me off an exit, then straight through and back onto the interstate I was just on? That can be very frustrating when you don't know where you're going, and all you have is map to depend on.
Also, can you please tell me why there are praying hands on my map reviews? why would anyone be praying for me.",https://itunes.apple.com/us/review?id=585027354&type=Purple%20Software,2024-03-22T04:17:43-07:00
11070976940,Maria BBrady,https://itunes.apple.com/us/reviews/id1614411454,6.107.3,5,Love  this Place n People,This is the best pizza lace on Stagecoach Rd. The staff is Amazing and completely awesome Sauce!💜Thanks for Blessing my family🙏💜,https://itunes.apple.com/us/review?id=585027354&type=Purple%20Software,2024-03-21T18:58:41-07:00
11070737383,Erecklez,https://itunes.apple.com/us/reviews/id742497691,6.107.3,5,La commack,Best gym and very helpful community is very supportive and clean gym,https://itunes.apple.com/us/review?id=585027354&type=Purple%20Software,2024-03-21T17:22:20-07:00
11070666682,2fazios,https://itunes.apple.com/us/reviews/id358317795,6.107.3,5,Verizon (Millbrae),"Tracy Wheeler couldn’t have been more helpful in assisting us with the purchase and set up of our new IPhones. She was most knowledgeable, efficient and courteous.",https://itunes.apple.com/us/review?id=585027354&type=Purple%20Software,2024-03-21T16:54:18-07:00
11070454762,Great Grey,https://itunes.apple.com/us/reviews/id34137534,6.107.3,5,Great Show,This shop services all 4 of our minis. I trust them a lot. Best shop I have worked with.,https://itunes.apple.com/us/review?id=585027354&type=Purple%20Software,2024-03-21T15:29:12-07:00
11070046075,2bmilly,https://itunes.apple.com/us/reviews/id512244022,6.107.3,5,Relief Heating And Cooling,My technician Daniel Harris was very professional and thorough.He explained all that he had done and told me everything was good. I was very pleased with his performance.Mildred Petty,https://itunes.apple.com/us/review?id=585027354&type=Purple%20Software,2024-03-21T12:48:41-07:00
11069300870,كلاهي,https://itunes.apple.com/us/reviews/id758060160,6.107.3,5,Armin Dast,Good app easy access,https://itunes.apple.com/us/review?id=585027354&type=Purple%20Software,2024-03-21T08:30:29-07:00
11069219426,Stephanie S.F.,https://itunes.apple.com/us/reviews/id695961234,6.107.3,5,Efficient and helpful,Tanner was so helpful in getting us a couple of insurance policies for our family. He was knowledgeable and the whole process was very quick and our policies took effect almost immediately. Tanner’s friendly outgoing personality makes him so easy to communicate with. Any time I’ve had a question about my policy he’s right there to answer or help me get my question answered quickly. I definitely recommend this company to help you in your insurance needs.,https://itunes.apple.com/us/review?id=585027354&type=Purple%20Software,2024-03-21T08:04:25-07:00
11068680832,Mr. Newark,https://itunes.apple.com/us/reviews/id1637859988,6.107.3,5,great,very useful,https://itunes.apple.com/us/review?id=585027354&type=Purple%20Software,2024-03-21T05:17:38-07:00
11067242415,DruidPryde,https://itunes.apple.com/us/reviews/id137766753,6.107.3,5,My favorite app,There is no app I use more frequently,https://itunes.apple.com/us/review?id=585027354&type=Purple%20Software,2024-03-20T18:41:44-07:00
11067079713,qtr022,https://itunes.apple.com/us/reviews/id629454070,6.107.3,5,قطر,اتمنا في تحديث جديد حق قطر ضروري,https://itunes.apple.com/us/review?id=585027354&type=Purple%20Software,2024-03-20T17:34:04-07:00
11066846525,Hasseless is the best!,https://itunes.apple.com/us/reviews/id665655400,6.107.3,5,Great shopping experience!!,"I highly recommend Hasseless! The word says it all! I am completely clueless when it comes to buying a mattress but I got it done, great price, top products, easy customer service, quick delivery!!",https://itunes.apple.com/us/review?id=585027354&type=Purple%20Software,2024-03-20T16:00:25-07:00
11066713578,Jason Smallman,https://itunes.apple.com/us/reviews/id1192627771,6.107.3,5,Highly recommend,Excellent service and support throughout this process,https://itunes.apple.com/us/review?id=585027354&type=Purple%20Software,2024-03-20T15:05:14-07:00
11066598752,Brenda in Chesterfield,https://itunes.apple.com/us/reviews/id1605917747,6.107.3,5,Eveready Service Experts,They came to clean up earlier issues. Second crew Joseph and Bryan were professional,https://itunes.apple.com/us/review?id=585027354&type=Purple%20Software,2024-03-20T14:17:47-07:00
11066487214,Kique1019,https://itunes.apple.com/us/reviews/id41641007,6.107.3,5,News update on any notifications,A notification on any new updates would be great.,https://itunes.apple.com/us/review?id=585027354&type=Purple%20Software,2024-03-20T13:32:35-07:00
11066314094,bigox,https://itunes.apple.com/us/reviews/id23509132,6.107.3,4,"Good food, service blah","The food was good however the service from the waitress needed improvement. We ordered a kid’s meal with a kids drink for our son. When she brought the drink, it was not in a kid’s cup. Then as soon as the cook was finished, she immediately brought us to go containers and the check. She never came back for the check. I along with the other family that was at the table ended up having to go to the front to pay for our dinner.",https://itunes.apple.com/us/review?id=585027354&type=Purple%20Software,2024-03-20T12:24:09-07:00
11066263239,Yo Russ,https://itunes.apple.com/us/reviews/id773564965,6.107.3,5,Amazing,This dispensary is the best,https://itunes.apple.com/us/review?id=585027354&type=Purple%20Software,2024-03-20T12:04:33-07:00
11066104353,Turbo taxi,https://itunes.apple.com/us/reviews/id155476997,6.107.3,4,Best one out there excep can see total miles,Can you make it do it shows the total miles with multiple stops like in the  android app or the website,https://itunes.apple.com/us/review?id=585027354&type=Purple%20Software,2024-03-20T11:04:50-07:00
11066024376,Home917,https://itunes.apple.com/us/reviews/id109734518,6.107.3,5,Jean Delgado,Jean Delgado was very professional and did a great job.,https://itunes.apple.com/us/review?id=585027354&type=Purple%20Software,2024-03-20T10:35:19-07:00
11065938985,Bet1111”,https://itunes.apple.com/us/reviews/id234461646,6.107.3,5,Great service!,"Frances, Lee and Daniel in Huntsville were very helpful!",https://itunes.apple.com/us/review?id=585027354&type=Purple%20Software,2024-03-20T10:05:06-07:00
11065564276,otter boxes,https://itunes.apple.com/us/reviews/id632995967,6.107.3,5,Satisfaction,"Yanell O’Neal was very knowledgeable, pleasant, patient and extremely helpful",https://itunes.apple.com/us/review?id=585027354&type=Purple%20Software,2024-03-20T08:01:56-07:00
